Kilometre,Marka,Model,Model Yılı,Motor Hacmi,Plaka,Renk,Ruhsat Cins ,Ruhsat Tip,Varyant,Vites Tipi,Yakıt Türü,Yetki Belge No,Çekiş Tipi,url,price
107.063,FIAT,EGEA,2020.0,"1,2",34DGM758,Beyaz,(OTOMOBİL(AA SEDAN ,356,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-3428796,573.000 TL
79.927,ALFA ROMEO,GIULIETTA,2018.0,"1,6",34BOA225,Anodize Mavi,OTOMOBİL(AF ÇOK AMAÇLI) ,940,1.6 JTD 120HP SUPER DIZEL TCT,Otomatik,Dizel,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-alfa-romeo/giulietta/dizel/16-jtd-120hp-super-dizel-tct-2211946,799.000 TL
62.618,FIAT,EGEA,2022.0,"1,2",34FMG868,Beyaz,(OTOMOBİL(AA SEDAN ,356,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-2316629,666.000 TL
17.347,FIAT,EGEA,2020.0,"1,6",34EBG589,Beyaz,(OTOMOBİL(AA SEDAN ,356,1.6 MJET 120 HP EU6D URBAN PLUS DCT,Yarı Otomatik,Dizel,600340.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/16-mjet-120-hp-eu6d-urban-plus-dct-2422328,818.000 TL
163.731,FORD,FOCUS,2018.0,"1,5",34BSB853,Beyaz,OTOMOBİL(AASEDAN) ,DEH,1.5L TDCI 120PS TREND X AUTO,Otomatik,Dizel,3400132.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-trend-x-auto-1424485,736.000 TL
46.366,FIAT,EGEA,2022.0,"1,2",34FAS434,Beyaz, ,,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-2297855,733.000 TL
50.413,BMW,X1,2018.0,"1,5",34BJB845,Beyaz,OTOMOBİL( AC STATION) ,F1X,1.5 SDRIVE16D X LINE,Otomatik,Dizel,3400288.0,Önden,https://www.otokocikinciel.com/ikinci-el-bmw/x1/dizel/15-sdrive16d-x-line-2199943,1.550.000 TL
138.977,FORD,FOCUS,2018.0,"1,5",34BTE041,ADA MAVİSİ,OTOMOBİL/(AA SEDAN) ,DEH,1.5L TDCI 120PS TITANIUM AUTO,Otomatik,Dizel,3400246.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-titanium-auto-1216250,884.000 TL
46.591,FIAT,EGEA,2022.0,"1,2",34FVD463,Beyaz,OTOMOBİL(AA SEDAN) ,356,1.3 MJET II DS 95 HP EASY,Manuel,Dizel,3500164.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-ii-ds-95-hp-easy-1330779,683.500 TL
98.643,FORD,TOURNEO COURIER JOURNEY,2020.0,"1,5",34CSZ613,BUZ BEYAZI, ,,1.5L TDCI 100PS JOURNEY TITANIUM EU6.2,Manuel,Dizel,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-titanium-eu62-2249107,709.000 TL
96.583,DACIA,DUSTER,2021.0,"1,5",34EID067,Beyaz,OTOMOBİL(AC STATION) ,SR,COMFORT 1.5 BLUE dCi 95 BG 4x2,Manuel,Dizel,3500143.0,Önden,https://www.otokocikinciel.com/ikinci-el-dacia/duster/dizel/comfort-15-blue-dci-95-bg-4x2-2281857,797.000 TL
46.374,FIAT,EGEA,2022.0,"1,2",34FDA999,Beyaz,(OTOMOBİL(AA SEDAN) ,356,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,2600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-2300786,688.500 TL
70.216,PEUGEOT,2008,2021.0,"1,2",34EZM500,Gri,OTOMOBİL (AF ÇOK AMAÇLI) ,U,1.2 PURETECH 130HP ACTIVE EAT8,Otomatik,Benzin,2600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/2008/benzin/12-puretech-130hp-active-eat8-2297106,1.013.000 TL
72.985,RENAULT,MEGANE,2021.0,"1,5",34CIY508,Beyaz,(OTOMOBİL(AA SEDAN) ,RFB,SEDAN JOY 1.5 BLUE DCI 115 bg EDC,Yarı Otomatik,Dizel,600340.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-joy-15-blue-dci-115-bg-edc-2285068,849.000 TL
37.342,PEUGEOT,5008,2021.0,"1,5",34EGU344,Gri,OTOMOBİL(AF ÇOK AMAÇLI) ,M,GT 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,2600099.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/5008/dizel/gt-15-bluehdi-130hp-eat8-1279566,1.469.000 TL
94.612,PEUGEOT,308,2021.0,"1,5",31AGJ715,Gri,OTOMOBİL(AB HATCHBACK) ,L,STYLE TECH 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/308/dizel/style-tech-15-bluehdi-130hp-eat8-2424492,859.000 TL
99.236,PEUGEOT,308,2021.0,"1,5",34DZL230,Beyaz,OTOMOBİL(AB HATCHBACK) ,L,STYLE TECH 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/308/dizel/style-tech-15-bluehdi-130hp-eat8-2424502,881.000 TL
42.294,FORD,PUMA,2022.0,1,34FMC738,BUZ BEYAZI,OTOMOBİL ( AF MPV) ,J2K,STYLE 1.0 ECOBOOST 125PS 7 OTOMATIK,Yarı Otomatik,Benzin,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/puma/benzin/style-10-ecoboost-125ps-7-otomatik-3315453,1.055.000 TL
39.415,AUDI,Q3,2022.0,"1,5",34FIA988,Siyah,OTOMOBİL(ACSTATİON) ,F3,35 TFSI 150HP STR ADVANCED,Yarı Otomatik,Benzin,3500143.0,Önden,https://www.otokocikinciel.com/ikinci-el-audi/q3/benzin/35-tfsi-150hp-str-advanced-2311251,2.012.000 TL
71.731,FORD,FOCUS,2022.0,"1,5",34FKV939,MANYETIK GRI,OTOMOBİL(AA SEDAN) ,DEH,1.5L TDCI 120PS TREND X AUTO,Otomatik,Dizel,600236.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-trend-x-auto-1314740,1.128.000 TL
33.123,BMW,3 SERISI,2021.0,"1,6",34EAY099,Beyaz,OTOMOBİL(AC STATION) ,X,1.6 320I A M SPORT,Otomatik,Benzin,4200148.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/benzin/16-320i-a-m-sport-1271356,2.133.000 TL
56.856,PEUGEOT,2008,2021.0,"1,2",34EZM488,Kırmızı, OTOMOBİL (AF ÇOK AMAÇLI) ,U ,1.2 PURETECH 130HP ACTIVE EAT8,Otomatik,Benzin,1600270.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/2008/benzin/12-puretech-130hp-active-eat8-1297104,1.088.000 TL
39.704,PEUGEOT,5008,2021.0,"1,5",34EEM710,Mavi,OTOMOBİL(AF MPV) ,M,GT 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,3500164.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/5008/dizel/gt-15-bluehdi-130hp-eat8-1276551,1.451.000 TL
69.647,RENAULT,MEGANE,2021.0,"1,5",34ECY539,Beyaz,OTOMOBİL/(AASEDAN) ,RFB,SEDAN JOY 1.5 BLUE DCI 115 bg EDC,Yarı Otomatik,Dizel,3400288.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-joy-15-blue-dci-115-bg-edc-2423885,859.000 TL
55.385,FORD,FOCUS,2022.0,"1,5",34FKY282,BUZ BEYAZI,OTOMOBİL/(AA SEDAN) ,DEH,1.5L TDCI 120PS TREND X AUTO,Otomatik,Dizel,700048.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-trend-x-auto-2314723,1.151.000 TL
129.497,RENAULT,MEGANE,2019.0,"1,5",34CCJ744,Beyaz,(OTOMOBİL(AA SEDAN) ,RFB,Sedan TOUCH 1.5 dCi EDC 110 bg,Yarı Otomatik,Dizel,4400081.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-touch-15-dci-edc-110-bg-3229724,795.000 TL
48.1,FIAT,EGEA,2022.0,"1,2",34FHT501,Beyaz,(OTOMOBİL(AA SEDAN ,356,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,5500075.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-1310600,704.500 TL
52.054,FIAT,EGEA,2022.0,"1,2",34FHV375,Beyaz,OTOMOBİL(AA SEDAN) ,356,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,2600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-2310620,701.500 TL
75.74,MERCEDES,C-SERISI,2021.0,"1,6",34EBA348,Gri,OTOMOBİL(AA SEDAN) ,204,C 200 DEXCLUSIVE 9G-TRONIC,Otomatik,Dizel,3500164.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-mercedes/c-serisi/dizel/c-200-dexclusive-9g-tronic-1271773,1.902.000 TL
116.853,FORD,FOCUS,2019.0,"1,5",34BBL060,BUZ BEYAZI+ TREND SIYAH KUMAS, ,,1.5L TDCI 120PS TREND X AUTO,Otomatik,Dizel,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-trend-x-auto-2245634,841.000 TL
199.077,FORD,FOCUS,2017.0,"1,5",34AEB423,Buz Beyazı+Siyah Kumaş, ,,1.5L TDCI 120PS TREND X POWERSHIFT,Yarı Otomatik,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-trend-x-powershift-3173655,720.000 TL
119.462,FIAT,EGEA,2019.0,"1,2",34CCF733,Beyaz,(OTOMOBİL(AA SEDAN) ,356,1.3 MJET 95 HP EU6 URBAN PLUS,Manuel,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6-urban-plus-3228026,676.500 TL
125.436,FIAT,EGEA,2018.0,"1,6",34BTM547,KURŞUN GRİ,(OTOMOBİL(AA SEDAN) ,356,1.6 MJET 120 HP EASY DCT,Yarı Otomatik,Dizel,4400081.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/16-mjet-120-hp-easy-dct-3216697,665.000 TL
121.268,FIAT,EGEA,2019.0,"1,3",34CCF554,Beyaz,(OTOMOBİL(AA SEDAN) ,356,1.3 MJET 95 HP EU6 EASY,Manuel,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6-easy-3228040,611.500 TL
53.183,FIAT,EGEA,2020.0,"1,2",34DEE199,Beyaz,(OTOMOBİL(AA SEDAN) ,356,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-3255841,669.000 TL
92.066,FORD,TOURNEO COURIER JOURNEY,2020.0,"1,5",34CTP370,BUZ BEYAZI,OTOMABİL(AF ÇOKAMAÇLI) ,JB8,1.5L TDCI 100PS JOURNEY TITANIUM EU6.2,Manuel,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-titanium-eu62-3249877,735.000 TL
40.691,PEUGEOT,5008,2021.0,"1,5",34EZH642,Gri,OTMOBİL(AF MPV) ,M,GT 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,600340.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/5008/dizel/gt-15-bluehdi-130hp-eat8-2297008,1.509.000 TL
79.49,OPEL,INSIGNIA,2020.0,"1,6",34DBR794,Beyaz,OTOMOBİL(AB HEÇBEK) ,Z-B,1.6 136HP AT6 GRAND SPORT ENJOY EU6.2,Otomatik,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-opel/insignia/dizel/16-136hp-at6-grand-sport-enjoy-eu62-3254151,1.055.000 TL
48.739,FORD,TOURNEO COURIER JOURNEY,2022.0,"1,5",34FIN630,BUZ BEYAZI,OTOMABİL(AFÇOKAMAÇLI) ,JB8,1.5L TDCI 100PS JOURNEY TITANIUM EU6.2,Manuel,Dizel,2000129.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-titanium-eu62-3311799,859.000 TL
214.63,FORD,FOCUS,2017.0,"1,5",34AEC070,Aytozu Gri+Siyah Kumaş,OTOMOBİL(AA Sedan) ,DB3,1.5L TDCI 120PS TREND X POWERSHIFT,Yarı Otomatik,Dizel,600340.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-trend-x-powershift-2174236,685.000 TL
198.514,FORD,FOCUS,2017.0,"1,5",34AEB477,Aytozu Gri+Siyah Kumaş, ,,1.5L TDCI 120PS TREND X POWERSHIFT,Yarı Otomatik,Dizel,600340.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-trend-x-powershift-2173545,676.500 TL
80.523,TOYOTA,COROLLA,2021.0,"1,8",34DZR357,Gri,"(EU,M)OTOMOBİL(AA SEDAN) ",ZE1EE,1.8 HYBRID DREAM E-CVT,Otomatik,Hibrit,3400132.0,Önden,https://www.otokocikinciel.com/ikinci-el-toyota/corolla/hibrit/18-hybrid-dream-e-cvt-1270883,840.000 TL
45.75,FIAT,EGEA,2022.0,"1,2",34FMC291,Beyaz, ,,1.3 MJET II DS 95 HP URBAN,Manuel,Dizel,5500054.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-ii-ds-95-hp-urban-2316926,747.500 TL
110.118,RENAULT,MEGANE,2019.0,"1,5",34CCJ568,Beyaz,(OTOMOBİL(AA SEDAN) ,RFB,Sedan TOUCH 1.5 dCi EDC 110 bg,Yarı Otomatik,Dizel,2600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-touch-15-dci-edc-110-bg-2229384,818.000 TL
67.364,RENAULT,MEGANE,2021.0,"1,5",34ECY634,Beyaz,OTOMOBİL(AA SEDAN) ,RFB,SEDAN JOY 1.5 BLUE DCI 115 bg EDC,Yarı Otomatik,Dizel,3500164.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-joy-15-blue-dci-115-bg-edc-1275741,851.000 TL
50.73,FIAT,EGEA,2022.0,"1,2",34FMH899,Beyaz, ,,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,600340.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-2316902,717.500 TL
63.039,OPEL,GRANDLAND X,2021.0,"1,2",34EGV859,Kırmızı,OTOMOBİL(AF ÇOK AMAÇLI) ,Z,1.2 BENZİNLİ AT-8 130HP ELEGANCE,Otomatik,Benzin,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-opel/grandland-x/benzin/12-benzinli-at-8-130hp-elegance-3279972,1.267.000 TL
65.512,PEUGEOT,2008,2021.0,"1,5",34DZE977,Gri,OTOMOBİL(AF ÇOK AMAÇLI) ,U,1.5 BLUEHDI 130HP ACTIVE EAT8,Otomatik,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/2008/dizel/15-bluehdi-130hp-active-eat8-3269576,1.148.000 TL
149.545,FORD,FOCUS,2018.0,"1,5",34BSB964,Buz Beyazı+Siyah Kumaş,OTOMOBİL/(AA SEDAN) ,DEH,1.5L TDCI 120PS TREND X AUTO,Otomatik,Dizel,2600099.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-trend-x-auto-1215141,735.000 TL
41.709,RENAULT,MEGANE,2022.0,"1,3",34FLU462,Beyaz,(OTOMOBİL(AA SEDAN) ,RFB,SEDAN TOUCH 1.3 TCE 140 bg EDC,Yarı Otomatik,Benzin,700048.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/benzin/sedan-touch-13-tce-140-bg-edc-2316243,979.000 TL
69.653,MERCEDES,C-SERISI,2021.0,"1,6",34EBA368,Gri,OTOMOBİL(AA SEDAN) ,204,C 200 D AMG 9G-TRONIC,Otomatik,Dizel,1600091.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-mercedes/c-serisi/dizel/c-200-d-amg-9g-tronic-2271778,1.979.000 TL
118.619,SKODA,OCTAVIA,2019.0,"1,6",34CKB031,Beyaz,OTOMOBİL(AA SEDAN) ,5E,OPTIMAL 1.6 TDI CR 115 PS DSG GREEN TEC,Yarı Otomatik,Dizel,700082.0,Önden,https://www.otokocikinciel.com/ikinci-el-skoda/octavia/dizel/optimal-16-tdi-cr-115-ps-dsg-green-tec-1237900,837.000 TL
43.18,FORD,KUGA,2022.0,"1,5",34FGN737,KURŞUN GRİ+TİTANİUM SİYAH KUMAŞ DÖŞEME,OTOMOBİL(AF ÇOK AMAÇLI) ,DFK,1.5L ECOBLUE 120PS TITANIUM AUTOMATIC,Otomatik,Dizel,700082.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/kuga/dizel/15l-ecoblue-120ps-titanium-automatic-1307614,1.256.000 TL
83.059,SKODA,SUPERB,2020.0,"1,5",34DUF326,Beyaz,OTOMOBİL(AA SEDAN) ,3T,1.5 TSI 150 PS DSG ACT PREMIUM,Yarı Otomatik,Benzin,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-skoda/superb/benzin/15-tsi-150-ps-dsg-act-premium-2267126,1.152.000 TL
37.38,PEUGEOT,5008,2022.0,"1,5",34FBH307,Mavi,OTOMOBİL (AF ÇOK AMAÇLI) ,M,ALLURE 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,700082.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/5008/dizel/allure-15-bluehdi-130hp-eat8-1298878,1.521.000 TL
50.399,AUDI,Q2,2022.0,"1,5",34FIT740,Siyah,OTOMOBİL(AC STATİON) ,GA,35 TFSI 150 HP STRONIC ADVANCED PI,Yarı Otomatik,Benzin,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-audi/q2/benzin/35-tfsi-150-hp-stronic-advanced-pi-2312186,1.573.000 TL
126.378,PEUGEOT,3008,2019.0,"1,5",34CLZ340,Kırmızı, OTOMOBİL (AF ÇOK AMAÇLI) ,M ,ACTIVE LIFE 1.5 BLUEHDi 130HP EAT6 SKYPK,Otomatik,Dizel,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/3008/dizel/active-life-15-bluehdi-130hp-eat6-skypk-2241216,1.119.000 TL
104.907,FORD,FOCUS,2018.0,"1,5",34BHP848,Aytozu Gri+Siyah Kumaş,OTOMABİL(AA SEDAN) ,DYB,1.5L TDCI 120PS TREND X POWERSHIFT,Yarı Otomatik,Dizel,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-trend-x-powershift-2194983,759.000 TL
104.907,FORD,FOCUS,2018.0,"1,5",34BHP848,Aytozu Gri+Siyah Kumaş,OTOMABİL(AA SEDAN) ,DYB,1.5L TDCI 120PS TREND X POWERSHIFT,Yarı Otomatik,Dizel,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-trend-x-powershift-2194983,759.000 TL
49.888,FIAT,EGEA,2022.0,"1,2",34FGS490,BULUT BEYAZI,(OTOMOBİL(AA SEDAN ,356,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,3400132.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-1309882,710.000 TL
51.826,FORD,KUGA,2022.0,"1,5",34FGN792,KURŞUN GRİ+TİTANİUM SİYAH KUMAŞ DÖŞEME,OTOMOBİL(AF MPV) ,DFK,1.5L ECOBLUE 120PS TITANIUM AUTOMATIC,Otomatik,Dizel,4200148.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/kuga/dizel/15l-ecoblue-120ps-titanium-automatic-1307609,1.394.000 TL
51.826,FORD,KUGA,2022.0,"1,5",34FGN792,KURŞUN GRİ+TİTANİUM SİYAH KUMAŞ DÖŞEME,OTOMOBİL(AF MPV) ,DFK,1.5L ECOBLUE 120PS TITANIUM AUTOMATIC,Otomatik,Dizel,4200148.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/kuga/dizel/15l-ecoblue-120ps-titanium-automatic-1307609,1.394.000 TL
54.679,FORD,KUGA,2022.0,"1,5",34FRR811,AKİK SİYAH,OTOMOBİL(AF ÇOK AMAÇLI) ,DFK,1.5L ECOBLUE 120PS TITANIUM AUTOMATIC,Otomatik,Dizel,4300072.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/kuga/dizel/15l-ecoblue-120ps-titanium-automatic-2324605,1.349.000 TL
69.17,RENAULT,MEGANE,2021.0,"1,5",34ECU723,Beyaz, ,,SEDAN JOY 1.5 BLUE DCI 115 bg EDC,Yarı Otomatik,Dizel,3400152.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-joy-15-blue-dci-115-bg-edc-2275655,829.000 TL
43.991,AUDI,Q3,2022.0,"1,5",34FIA853,Siyah,OTOMOBİL(AC STATION) ,F3,35 TFSI 150HP STR ADVANCED,Yarı Otomatik,Benzin,4200148.0,Önden,https://www.otokocikinciel.com/ikinci-el-audi/q3/benzin/35-tfsi-150hp-str-advanced-1311254,2.025.000 TL
50.644,FIAT,EGEA,2021.0,"1,2",34EVF290,Beyaz,OTOMOBİL(AA SEDAN) ,356,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,3500164.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-1293740,680.500 TL
62.439,RENAULT,MEGANE,2022.0,"1,3",34FMC829,Beyaz,SEDAN) ,RFB(OTOMOBİL(AA,SEDAN JOY 1.3 TCE 140 bg EDC,Yarı Otomatik,Benzin,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/benzin/sedan-joy-13-tce-140-bg-edc-2316044,873.000 TL
62.439,RENAULT,MEGANE,2022.0,"1,3",34FMC829,Beyaz,SEDAN) ,RFB(OTOMOBİL(AA,SEDAN JOY 1.3 TCE 140 bg EDC,Yarı Otomatik,Benzin,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/benzin/sedan-joy-13-tce-140-bg-edc-2316044,873.000 TL
44.882,FORD,TOURNEO COURIER JOURNEY,2022.0,"1,5",34FET723,BUZ BEYAZI, ,,1.5L TDCI 100PS JOURNEY TREND EU6.2,Manuel,Dizel,3400163.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-trend-eu62-2304686,726.000 TL
44.882,FORD,TOURNEO COURIER JOURNEY,2022.0,"1,5",34FET723,BUZ BEYAZI, ,,1.5L TDCI 100PS JOURNEY TREND EU6.2,Manuel,Dizel,3400163.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-trend-eu62-2304686,726.000 TL
70.171,HONDA,CIVIC,2021.0,"1,5",34DVC790,Gri, ,,1.5L TURBO ELEGANCE CVT,Otomatik,Benzin,3500143.0,Önden,https://www.otokocikinciel.com/ikinci-el-honda/civic/benzin/15l-turbo-elegance-cvt-2268645,1.131.000 TL
47.973,FIAT,EGEA,2022.0,"1,2",34FME007,Beyaz,(OTOMOBİL(AA SEDAN ,356,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,700082.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-1317023,719.500 TL
50.628,FIAT,EGEA,2022.0,"1,2",34FMC340,Beyaz,(OTOMOBİL(AA SEDAN ,356,1.3 MJET II DS 95 HP URBAN,Manuel,Dizel,5500075.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-ii-ds-95-hp-urban-1316590,759.000 TL
29.815,VOLVO,XC60,2022.0,2,34FJY346,Platinum Grey,OTOMOBİL(AC STATION) ,U,B4 AWD INSCRIPTION GEARTRONIC DİZEL/ELEK,Otomatik,Dizel,3400132.0,,https://www.otokocikinciel.com/ikinci-el-volvo/xc60/dizel/b4-awd-inscription-geartronic-dizelelek-1313483,3.444.000 TL
62.406,FORD,KUGA,2022.0,"1,5",34FOB381,BUZ BEYAZI,OTOMOBİL(AF MPV) ,DFK,1.5L ECOBLUE 120PS TITANIUM AUTOMATIC,Otomatik,Dizel,4200148.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/kuga/dizel/15l-ecoblue-120ps-titanium-automatic-1320037,1.379.000 TL
41.311,RENAULT,MEGANE,2022.0,"1,3",34FLZ322,Beyaz,OTOMOBİL(AA SEDAN) ,RFB,SEDAN TOUCH 1.3 TCE 140 bg EDC,Yarı Otomatik,Benzin,600236.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/benzin/sedan-touch-13-tce-140-bg-edc-1318334,989.000 TL
41.311,RENAULT,MEGANE,2022.0,"1,3",34FLZ322,Beyaz,OTOMOBİL(AA SEDAN) ,RFB,SEDAN TOUCH 1.3 TCE 140 bg EDC,Yarı Otomatik,Benzin,600236.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/benzin/sedan-touch-13-tce-140-bg-edc-1318334,1.029.000 TL
206.831,RENAULT,MEGANE,2019.0,"1,5",34CJD029,Beyaz, ,,Sedan TOUCH 1.5 dCi EDC 110 bg,Yarı Otomatik,Dizel,3500143.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-touch-15-dci-edc-110-bg-2236895,713.000 TL
186.831,PEUGEOT,3008,2019.0,"1,5",34CLZ510,Kırmızı,OTOMOBİL(AF MPV) ,M,ACTIVE LIFE 1.5 BLUEHDi 130HP EAT6 SKYPK,Otomatik,Dizel,3500164.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/3008/dizel/active-life-15-bluehdi-130hp-eat6-skypk-1241225,1.051.000 TL
45.004,RENAULT,MEGANE,2022.0,"1,3",34FMC827,Beyaz,OTOMOBİL(AA SEDAN) ,RFB,SEDAN JOY 1.3 TCE 140 bg EDC,Yarı Otomatik,Benzin,4200148.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/benzin/sedan-joy-13-tce-140-bg-edc-1316032,864.000 TL
15.831,FORD,FOCUS,2022.0,"1,5",34FYS022,FANTASTIK KIRMIZI	,OTOMOBİL/(AA SEDAN) ,DEH,1.5L TI-VCT 123PS TITANIUM OTOMATİK,Otomatik,Benzin,1600270.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/benzin/15l-ti-vct-123ps-titanium-otomatik-1333167,1.189.000 TL
