Kilometre,Marka,Model,Model Yılı,Motor Hacmi,Plaka,Renk,Ruhsat Cins ,Ruhsat Tip,Varyant,Vites Tipi,Yakıt Türü,Yetki Belge No,Çekiş Tipi,url,price
55.576,OPEL,GRANDLAND X,2021.0,"1,2",34EGY011,Mavi,OTOMOBİL(AF ÇOK AMAÇLI) ,Z,1.2 BENZİNLİ AT-8 130HP ELEGANCE,Otomatik,Benzin,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-opel/grandland-x/benzin/12-benzinli-at-8-130hp-elegance-2280140,1.132.000 TL
43.902,FORD,KUGA,2022.0,"1,5",34FOA745,KURŞUN GRİ,OTOMOBİL(AF ÇOK AMAÇLI) ,DFK,1.5L ECOBLUE 120PS TITANIUM AUTOMATIC,Otomatik,Dizel,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/kuga/dizel/15l-ecoblue-120ps-titanium-automatic-2320034,1.389.000 TL
81.077,BMW,3 SERISI,2021.0,"1,6",34EAU263,Beyaz,OTOMOBİL(AA SEDAN) ,G3L,1.6 320I A SPORT LINE,Otomatik,Benzin,100025.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/benzin/16-320i-a-sport-line-2271284,1.764.000 TL
59.756,BMW,3 SERISI,2021.0,"1,6",34EIL965,Mavi,(OTOMOBİL(AA SEDAN) ,G3L,1.6 320I A SPORT LINE,Otomatik,Benzin,1600091.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/benzin/16-320i-a-sport-line-2282066,1.765.000 TL
81.53,FORD,FOCUS,2022.0,"1,5",34FKV650,MANYETIK GRI,OTOMOBİL/(AA SEDAN) ,DEH,1.5L TDCI 120PS TREND X AUTO,Otomatik,Dizel,5500054.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-trend-x-auto-2314755,1.140.000 TL
68.922,BMW,3 SERISI,2021.0,"1,6",34EEP771,Gri,(OTOMOBİL(AA SEDAN) ,G3L,1.6 320I A SPORT LINE,Otomatik,Benzin,1600091.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/benzin/16-320i-a-sport-line-2280776,1.804.000 TL
176.162,BMW,3 SERISI,2018.0,"1,5",34BRK568,Beyaz,OTOMOBİL(AA SEDAN) ,3L,1.5 318I AUTO PREMIUM LINE,Otomatik,Benzin,3400288.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/benzin/15-318i-auto-premium-line-2214243,1.262.000 TL
49.457,FIAT,EGEA,2022.0,"1,5",34FHZ967,Okyanus Mavi,(OTOMOBİL(AA SEDAN) ,356,1.5 T4 HİBRİT 130 HP AT URBAN,Yarı Otomatik,Benzin,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/benzin/15-t4-hibrit-130-hp-at-urban-2310823,781.000 TL
63.56,FORD,KUGA,2020.0,"1,5",34DHS634,BUZ BEYAZI,OTOMOBİL AF ÇOK AMAÇLI ,DFK,1.5L ECOBLUE 120PS TITANIUM AUTOMATIC,Otomatik,Dizel,4400081.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/kuga/dizel/15l-ecoblue-120ps-titanium-automatic-3257745,1.300.000 TL
73.151,PEUGEOT,3008,2019.0,"1,5",34CCR576,Gri,OTOMOBİL(AF ÇOK AMAÇLI) ,M,ACTIVE 1.5 BLUEHDI 130HP EAT08 TAM OTOMA,Otomatik,Dizel,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/3008/dizel/active-15-bluehdi-130hp-eat08-tam-otoma-2415191,1.200.000 TL
66.11,BMW,5 SERISI,2021.0,"1,6",34EAU327,Siyah,OTOMOBİL(AASEDAN) ,G5L,1.6 520I LUXURY LINE,Otomatik,Benzin,100025.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/5-serisi/benzin/16-520i-luxury-line-2271588,2.431.000 TL
65.933,TOYOTA,COROLLA,2021.0,"1,8",34DTP243,Gri,OTOMOBİL(AA SEDAN) ,"ZE1EE(EU,M)",1.8 HYBRID DREAM E-CVT,Otomatik,Hibrit,4200148.0,Önden,https://www.otokocikinciel.com/ikinci-el-toyota/corolla/hibrit/18-hybrid-dream-e-cvt-1267726,875.000 TL
123.5,OPEL,CORSA,2013.0,"1,3",44DG388,Kahverengi,OTOMOBİL AF ÇOK AMAÇLI ,S-D,1.3 CDTI ENJOY,Manuel,Dizel,4400081.0,,https://www.otokocikinciel.com/ikinci-el-opel/corsa/dizel/13-cdti-enjoy-3418755,489.000 TL
95.9,OPEL,YENI ASTRA,2013.0,"1,4",44BZ179,Beyaz,OTOMOBİL AF ÇOK AMAÇLI ,P-J,HB 1.4 140 PS COSMO AT,Otomatik,Benzin,4400081.0,Önden,https://www.otokocikinciel.com/ikinci-el-opel/yeni-astra/benzin/hb-14-140-ps-cosmo-at-3418758,785.000 TL
43.16,VOLKSWAGEN,T-ROC,2022.0,"1,5",34FES053,Siyah,OTOMOBİL(AC STATION) ,A1,1.5 TSI 150PS SYTLE DSG,Yarı Otomatik,Benzin,1600270.0,Önden,https://www.otokocikinciel.com/ikinci-el-volkswagen/t-roc/benzin/15-tsi-150ps-sytle-dsg-1305087,1.258.000 TL
39.648,PEUGEOT,5008,2021.0,"1,5",34EGU394,Beyaz,OTOMOBİL(AF ÇOK AMAÇLI) ,M,ALLURE 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,1600270.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/5008/dizel/allure-15-bluehdi-130hp-eat8-1279702,1.489.000 TL
83.093,SKODA,OCTAVIA,2019.0,"1,6",34CKB858,Beyaz,OTOMOBİL(AA SEDAN) ,5E,OPTIMAL 1.6 TDI CR 115 PS DSG GREEN TEC,Yarı Otomatik,Dizel,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-skoda/octavia/dizel/optimal-16-tdi-cr-115-ps-dsg-green-tec-2237909,832.000 TL
51.44,FORD,KUGA,2022.0,"1,5",34FOB747,BUZ BEYAZI,OTOMOBİL(AF ÇOK AMAÇLI) ,DFK,1.5L ECOBLUE 120PS TITANIUM AUTOMATIC,Otomatik,Dizel,2600099.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/kuga/dizel/15l-ecoblue-120ps-titanium-automatic-1320027,1.376.000 TL
61.205,BMW,3 SERISI,2021.0,"1,6",34EFT519,Mavi,(OTOMOBİL(AA SEDAN) ,G3L,1.6 320I A SPORT LINE,Otomatik,Benzin,100025.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/benzin/16-320i-a-sport-line-2280780,1.838.000 TL
47.813,PEUGEOT,5008,2021.0,"1,5",34EGU370,Turuncu,OTOMOBİL(AF ÇOK AMAÇLI) ,M,GT 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,3400152.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/5008/dizel/gt-15-bluehdi-130hp-eat8-2279614,1.499.000 TL
88.61,VOLKSWAGEN,PASSAT,2017.0,"1,4",34AJG314,Beyaz,OTOMOBİL(AASEDAN) ,3C,YENI 1.4 TSI BMT 125 PS COMFORTLINE TIPT,Yarı Otomatik,Benzin,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-volkswagen/passat/benzin/yeni-14-tsi-bmt-125-ps-comfortline-tipt-2180082,1.026.000 TL
69.77,BMW,3 SERISI,2021.0,"1,6",34EAU242,Mavi,OTOMOBİL(AA SEDAN) ,G3L,1.6 320I A SPORT LINE,Otomatik,Benzin,3500164.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/benzin/16-320i-a-sport-line-1271334,1.813.000 TL
52.365,FORD,KUGA,2022.0,"1,5",34FGP795,KURŞUN GRİ+TİTANİUM SİYAH KUMAŞ DÖŞEME,OTOMOBİL(AF ÇOK AMAÇLI) ,DFK,1.5L ECOBLUE 120PS TITANIUM AUTOMATIC,Otomatik,Dizel,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/kuga/dizel/15l-ecoblue-120ps-titanium-automatic-2307660,1.391.000 TL
64.127,VOLVO,XC40,2021.0,"1,5",34DUZ403,614 Buz Beyazi,OTOMOBİL- (AC STATİON) ,X-,T3 FWD MOMENTUM GEARTRONIC,Otomatik,Benzin,3400152.0,Önden,https://www.otokocikinciel.com/ikinci-el-volvo/xc40/benzin/t3-fwd-momentum-geartronic-2268326,1.690.000 TL
76.737,RENAULT,MEGANE,2019.0,"1,5",34CCJ398,Beyaz,OTOMOBİL(AA SEDAN) ,RFB,Sedan TOUCH 1.5 dCi EDC 110 bg,Yarı Otomatik,Dizel,3500143.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-touch-15-dci-edc-110-bg-2229325,822.000 TL
76.258,FORD,FOCUS,2020.0,"1,5",34DAJ356,ADA MAVİSİ,OTOMOBİL(AA SEDAN) ,DEH,1.5L TDCI 120PS TITANIUM AUTO,Otomatik,Dizel,5500075.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-titanium-auto-1252281,1.000.000 TL
89.738,FORD,TOURNEO COURIER JOURNEY,2020.0,"1,5",34DCV522,BUZ BEYAZI,OTOMOBİL(AF ÇOKAMAÇLI) ,JB8,1.5L TDCI 100PS JOURNEY TITANIUM EU6.2,Manuel,Dizel,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-titanium-eu62-2255166,701.000 TL
78.992,BMW,3 SERISI,2021.0,"1,6",34EAU272,Gri,OTOMOBİL(AA SEDAN) ,G3L,1.6 320I A SPORT LINE,Otomatik,Benzin,100025.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/benzin/16-320i-a-sport-line-2271298,1.797.000 TL
56.267,PEUGEOT,5008,2021.0,"1,5",34EGU346,Gri,OTOMOBİL(AF ÇOK AMAÇLI) ,M,GT 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/5008/dizel/gt-15-bluehdi-130hp-eat8-2279548,1.486.000 TL
37.052,PEUGEOT,5008,2022.0,"1,5",34FBH257,Mavi,OTOMOBİL(AF  MPV) ,M,ALLURE 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,5500054.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/5008/dizel/allure-15-bluehdi-130hp-eat8-2298877,1.520.000 TL
56.998,PEUGEOT,5008,2021.0,"1,5",34EEL180,Turuncu,OTOMOBİL(AF ÇOK AMAÇLI) ,M,GT 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,5500075.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/5008/dizel/gt-15-bluehdi-130hp-eat8-1276382,1.502.000 TL
201.683,FORD,FOCUS,2020.0,"1,5",34CRK336,BUZ BEYAZI+ TREND SIYAH KUMAS,OTOMOBİL/(AC STEYŞIN) ,DEH,TREND X 1.5L TDCi 120PS 8S AT Y.KASA,Otomatik,Dizel,100025.0,,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/trend-x-15l-tdci-120ps-8s-at-ykasa-2247943,824.000 TL
83.504,FORD,TOURNEO COURIER JOURNEY,2019.0,"1,5",34CLF542,BUZ BEYAZI,OTOMOBİL(AF MPVI) ,JB8,1.5L TDCI 100PS JOURNEY TITANIUM EU6.2,Manuel,Dizel,600340.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-titanium-eu62-2239730,626.000 TL
46.635,FIAT,EGEA,2022.0,"1,2",34FMK158,Beyaz,(OTOMOBİL(AA SEDAN ,356,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,600340.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-2316589,696.500 TL
57.61,PEUGEOT,5008,2021.0,"1,5",34EOU259,Beyaz,OTOMOBİL(AF ÇOK AMAÇLI) ,M,ALLURE 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/5008/dizel/allure-15-bluehdi-130hp-eat8-2290065,1.419.000 TL
59.056,PEUGEOT,5008,2021.0,"1,5",34EZJ941,Beyaz,OTOMOBİL(AF MPV) ,M,GT 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,4200148.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/5008/dizel/gt-15-bluehdi-130hp-eat8-1297006,1.512.000 TL
57.198,PEUGEOT,5008,2021.0,"1,5",34EGU325,Mavi,OTOMOBİL(AF MPV) ,M,ALLURE 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,4200148.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/5008/dizel/allure-15-bluehdi-130hp-eat8-1279917,1.435.000 TL
53.51,OPEL,GRANDLAND X,2021.0,"1,2",34EGV739,Gri,(AF ÇOK AMAÇLI) ,Z-OTOMOBİL,1.2 BENZİNLİ AT-8 130HP ELEGANCE,Otomatik,Benzin,1600270.0,Önden,https://www.otokocikinciel.com/ikinci-el-opel/grandland-x/benzin/12-benzinli-at-8-130hp-elegance-1279966,1.158.000 TL
54.231,FIAT,EGEA,2021.0,"1,2",34EVH325,Beyaz,(OTOMOBİL(AA SEDAN ) ,356,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,1600270.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-1293710,722.000 TL
141.007,FORD,GALAXY,2020.0,2,34HB3334,AKİK SİYAH,OTOMOBİL(AC STATİON) ,WA6,2.0L TDCI 190PS PWS TITANIUM,Yarı Otomatik,Dizel,3400132.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/galaxy/dizel/20l-tdci-190ps-pws-titanium-1255868,1.399.000 TL
29.135,VOLVO,XC90,2022.0,2,34FEM325,DENİM MAVİ,OTOMOBİL(AF ÇOK AMAÇLI) ,L,B5 AWD 7-KOLTUK INSCRIPTION DIZEL/ELEKTR,Otomatik,Dizel,3400288.0,,https://www.otokocikinciel.com/ikinci-el-volvo/xc90/dizel/b5-awd-7-koltuk-inscription-dizelelektr-2304599,4.116.000 TL
43.246,JEEP,RENEGADE,2022.0,"1,3",34FCT065,Siyah,OTOMOBİL(AF MPV) ,BU,1.3 150HP LONGITUDE BENZİNLİ DDCT 4x2,Yarı Otomatik,Benzin,4200148.0,Önden,https://www.otokocikinciel.com/ikinci-el-jeep/renegade/benzin/13-150hp-longitude-benzinli-ddct-4x2-1300933,1.078.000 TL
75.922,BMW,3 SERISI,2021.0,"1,6",34EAY044,Siyah,OTOMOBİL(AA SEDAN) ,G3L,1.6 320I A M SPORT,Otomatik,Benzin,3400163.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/benzin/16-320i-a-m-sport-2415606,1.936.000 TL
94.706,RENAULT,MEGANE,2019.0,"1,5",34CCK079,Beyaz,(OTOMOBİL(AA SEDAN) ,RFB,Sedan TOUCH 1.5 dCi EDC 110 bg,Yarı Otomatik,Dizel,3400246.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-touch-15-dci-edc-110-bg-1229287,837.000 TL
61.111,BMW,5 SERISI,2021.0,"1,6",34EGH551,Gri,OTOMOBİL(AASEDAN) ,G5L,1.6 520I LUXURY LINE A,Otomatik,Benzin,3400246.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/5-serisi/benzin/16-520i-luxury-line-a-1278495,2.460.000 TL
317.0,FIAT,DOBLO COMBI,2007.0,"1,2",58BK290,GRİ (649),N1 ,KAMYONET,1.3 90 HP MJET EASY COMBI ESP,Manuel,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/doblo-combi/dizel/13-90-hp-mjet-easy-combi-esp-3418890,330.000 TL
46.932,FORD,FOCUS,2019.0,"1,5",25AAZ957,Gece Gri+gri,OTOMOBİL ,OTOMOBİL,1.5L TI-VCT 123PS TREND X AUTO,Otomatik,Benzin,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/benzin/15l-ti-vct-123ps-trend-x-auto-3419314,965.000 TL
102.0,FIAT,DOBLO COMBI,2020.0,"1,2",48AFG942,Beyaz,KAMYONET ,263,1.3 95 HP MJET EU6 EASY COMBI ESP,Manuel,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/doblo-combi/dizel/13-95-hp-mjet-eu6-easy-combi-esp-3418886,555.000 TL
41.82,BMW,3 SERISI,2020.0,"1,6",34DOY198,Gri,OTOMOBİL(AA SEDAN) ,G3L,1.6 320I A SPORT LINE,Otomatik,Benzin,4200148.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/benzin/16-320i-a-sport-line-1263625,1.845.000 TL
47.832,MINI,CLUBMAN,2020.0,"1,5",34ESK17,Yeşil, ,,1.5 136HP COOPER ICONIC AUTO,Otomatik,Benzin,3400288.0,Önden,https://www.otokocikinciel.com/ikinci-el-mini/clubman/benzin/15-136hp-cooper-iconic-auto-2419294,1.675.000 TL
76.742,MERCEDES,E-SERISI,2016.0,2,34RM3565,Gri, ,,2.0 COUPE E 250 AMG AUTO,Otomatik,Benzin,3400288.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-mercedes/e-serisi/benzin/20-coupe-e-250-amg-auto-2419295,2.530.000 TL
149.72,FORD,TOURNEO COURIER JOURNEY,2018.0,"1,5",34BMF628,BUZ BEYAZI,OTOMABİL(AF ÇOK AMAÇLI) ,JB8,1.5L TDCI 95PS EU6 TREND MCA,Manuel,Dizel,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-95ps-eu6-trend-mca-2209545,557.000 TL
86.239,MERCEDES,C-SERISI,2021.0,"1,6",34EBA256,Siyah,OTOMOBİL(AASEDAN) ,204,C 200 D AMG 9G-TRONIC,Otomatik,Dizel,4300072.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-mercedes/c-serisi/dizel/c-200-d-amg-9g-tronic-2271737,1.954.000 TL
60.161,OPEL,GRANDLAND X,2021.0,"1,2",34EIN399,Beyaz,OTOMOBİL (AF MPV) ,Z,1.2 BENZİNLİ AT-8 130HP ELEGANCE,Otomatik,Benzin,5500054.0,Önden,https://www.otokocikinciel.com/ikinci-el-opel/grandland-x/benzin/12-benzinli-at-8-130hp-elegance-2282358,1.116.000 TL
103.593,BMW,2 SERISI,2020.0,"1,5",34DOY778,Beyaz,(OTOMOBİL( AA SEDAN) ,F2GC,1.5 216D GRANCOUPE FIRST ED.SPORT LINE,Otomatik,Dizel,3400152.0,Önden,https://www.otokocikinciel.com/ikinci-el-bmw/2-serisi/dizel/15-216d-grancoupe-first-edsport-line-2263526,1.363.000 TL
71.524,BMW,3 SERISI,2021.0,"1,6",34EAU311,Beyaz,OTOMOBİL(AA SEDAN) ,G3L,1.6 320I A SPORT LINE,Otomatik,Benzin,1600091.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/benzin/16-320i-a-sport-line-2271335,1.846.000 TL
84.937,SKODA,SUPERB,2020.0,"1,5",34DUF257,Gri,OTOMOBİL(AA SEDAN) ,3T,1.5 TSI 150 PS DSG ACT PREMIUM,Yarı Otomatik,Benzin,5500054.0,Önden,https://www.otokocikinciel.com/ikinci-el-skoda/superb/benzin/15-tsi-150-ps-dsg-act-premium-2267143,1.123.000 TL
88.331,FIAT,EGEA,2018.0,"1,6",34BKB662,BULUT BEYAZI,OTOMOBİL(AA SEDAN) ,356,1.6 MJET 120 HP LOUNGE PLUS,Manuel,Dizel,2000129.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/16-mjet-120-hp-lounge-plus-3204556,750.000 TL
93.275,FIAT,FIORINO PANORAMA,2019.0,"1,2",34CNT337,Beyaz,OTOMOBİL(AF MPV) ,225,PANORAMA 1.3 MJT 95 HP POP EU6D,Manuel,Dizel,2000129.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/fiorino-panorama/dizel/panorama-13-mjt-95-hp-pop-eu6d-3244145,620.000 TL
60.406,FIAT,EGEA,2021.0,"1,2",06CSL563,Beyaz,OTOMOBİL AF ÇOK AMAÇLI ,356,1.3 MULTIJET II DS 95 HP CROSS URBAN,Manuel,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-multijet-ii-ds-95-hp-cross-urban-3396412,885.000 TL
128.928,RENAULT,MEGANE,2019.0,"1,5",34CBL228,Beyaz, ,,Sedan TOUCH 1.5 dCi EDC 110 bg,Yarı Otomatik,Dizel,2000129.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-touch-15-dci-edc-110-bg-3225014,900.000 TL
91.151,RENAULT,MEGANE,2019.0,"1,5",34CCJ313,Gri,(OTOMOBİL(AA SEDAN) ,RFB,Sedan ICON 1.5 dCi EDC 110 bg,Yarı Otomatik,Dizel,2000129.0,,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-icon-15-dci-edc-110-bg-3229252,980.000 TL
41.703,FIAT,EGEA,2022.0,"1,6",34FMH346,Okyanus Mavi,(OTOMOBİL(AA SEDAN ,356,1.6 MJET 130HP EASY DCT,Yarı Otomatik,Dizel,5500075.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/16-mjet-130hp-easy-dct-1317248,760.500 TL
40.364,JEEP,RENEGADE,2022.0,"1,3",34FJB093,Colorado Kırmızı,OTOMOBİL(AF MPV) ,BU,1.3 150HP LONGITUDE BENZİNLİ DDCT 4x2,Yarı Otomatik,Benzin,3500143.0,Önden,https://www.otokocikinciel.com/ikinci-el-jeep/renegade/benzin/13-150hp-longitude-benzinli-ddct-4x2-2312222,1.047.000 TL
45.614,PEUGEOT,5008,2021.0,"1,5",34ESK748,Gri,OTOMOBİL(AF ÇOK AMAÇLI)MPV ,M,GT 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,5500075.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/5008/dizel/gt-15-bluehdi-130hp-eat8-1291615,1.503.000 TL
56.682,BMW,5 SERISI,2021.0,"1,6",34ECN850,Beyaz,OTOMOBİL(AASEDAN) ,G5L,1.6 520I LUXURY LINE,Otomatik,Benzin,5500075.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/5-serisi/benzin/16-520i-luxury-line-1274704,2.564.000 TL
79.625,FORD,TOURNEO COURIER JOURNEY,2020.0,"1,5",34DAB727,BUZ BEYAZI,OTOMOBİL(AF ÇOKAMAÇLI) ,JB8,1.5L TDCI 100PS JOURNEY TITANIUM EU6.2,Manuel,Dizel,5500075.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-titanium-eu62-1252237,700.500 TL
49.936,FIAT,EGEA,2018.0,"1,6",34BTM577,KURŞUN GRİ, OTOMOBİL (AA SEDAN ) ,356 ,1.6 MJET 120 HP EASY DCT,Yarı Otomatik,Dizel,5500054.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/16-mjet-120-hp-easy-dct-2216703,694.000 TL
44.598,VOLKSWAGEN,TIGUAN,2021.0,"1,5",34ECU427,Gri, ,,1.5 TSI ACT 150 PS LIFE DSG,Yarı Otomatik,Benzin,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-volkswagen/tiguan/benzin/15-tsi-act-150-ps-life-dsg-3275165,1.520.000 TL
29.237,FIAT,PUNTO,2016.0,"1,4",35JR168,GRİ (649),OTOMOBİL(ABHATCHBACK) ,199,1.4 FIRE 77HP S&S POPSTAR,Manuel,Benzin,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/punto/benzin/14-fire-77hp-ss-popstar-3413710,595.000 TL
126.826,FORD,FOCUS,2020.0,"1,5",34DCJ634,BUZ BEYAZI+ TREND SIYAH KUMAS,OTOMOBİL/(AA SEDAN) ,DEH,1.5L TDCI 120PS TREND X AUTO,Otomatik,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-trend-x-auto-3254724,985.000 TL
47.874,FIAT,EGEA,2022.0,"1,6",34FEP487,Beyaz,(OTOMOBİL(AA SEDAN) ,356,1.6 MJET 130HP URBAN DCT,Yarı Otomatik,Dizel,4400081.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/16-mjet-130hp-urban-dct-3304901,849.000 TL
44.832,FORD,TOURNEO COURIER JOURNEY,2022.0,"1,5",34FMC934,BUZ BEYAZI,OTOMABİL(AFÇOKAMAÇLI) ,JB8,1.5L TDCI 100PS JOURNEY TITANIUM EU6.2,Manuel,Dizel,4400081.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-titanium-eu62-3315406,820.000 TL
68.683,BMW,3 SERISI,2021.0,"1,6",34EKY280,Beyaz,(OTOMOBİL(AA SEDAN) ,G3L,1.6 320I A SPORT LINE,Otomatik,Benzin,100025.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/benzin/16-320i-a-sport-line-2284480,1.891.000 TL
185.216,OPEL,ASTRA,2017.0,"1,6",34AEE798,Gri,SW/OTOMOBİL(AASEDAN) ,P-J,SEDAN1.6 CDTI 136 PS ELITE AUTO,Otomatik,Dizel,700048.0,Önden,https://www.otokocikinciel.com/ikinci-el-opel/astra/dizel/sedan16-cdti-136-ps-elite-auto-2176897,664.000 TL
81.264,BMW,3 SERISI,2021.0,"1,6",34EAV986,Siyah,OTOMOBİL(AA SEDAN) ,G3L,1.6 320I A M SPORT,Otomatik,Benzin,3500164.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/benzin/16-320i-a-m-sport-1271370,2.034.000 TL
88.411,SKODA,SUPERB,2021.0,"1,5",34EIS268,Gri,OTOMOBİL(AA SEDAN) ,3T,1.5 TSI 150 PS DSG ACT PREMIUM,Yarı Otomatik,Benzin,4200148.0,Önden,https://www.otokocikinciel.com/ikinci-el-skoda/superb/benzin/15-tsi-150-ps-dsg-act-premium-1282496,1.187.000 TL
65.154,FORD,TOURNEO COURIER JOURNEY,2020.0,"1,5",34DAB124,BUZ BEYAZI,OTOMOBİL (AB HEÇBEK)) ,RJB,1.5L TDCI 100PS JOURNEY TITANIUM EU6.2,Manuel,Dizel,600236.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-titanium-eu62-1251823,674.000 TL
47.117,FORD,PUMA,2022.0,1,34FMC865,BUZ BEYAZI,OTOMOBİL(AF ÇOK AMAÇLI) ,J2K,STYLE 1.0 ECOBOOST 125PS 7 OTOMATIK,Yarı Otomatik,Benzin,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/puma/benzin/style-10-ecoboost-125ps-7-otomatik-3315449,1.065.000 TL
55.731,HONDA,CIVIC,2021.0,"1,5",38TE844,Gri,OTOMOBİL(AA SEDAN) ,FE,1.5L VTEC TURBO ELEGANCE ECO CVT,Otomatik,LPG,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-honda/civic/lpg/15l-vtec-turbo-elegance-eco-cvt-3419672,1.305.000 TL
